attributionid,orderid,campaignid,revenue,channel,platform
A001952,ORD004365,CAMP0001,194.84,Retail,google
A001953,ORD003792,CAMP0219,339.33,Web,google
A001954,ORD004011,CAMP0170,92.07,Retail,tiktok
A001955,ORD001670,CAMP0248,33.93,Web,tiktok
A001956,ORD000516,CAMP0100,13.39,Web,meta
A001957,ORD000880,CAMP0099,41.91,Web,meta
A001958,ORD001450,CAMP0103,19.07,Web,snapchat
A001959,ORD000418,CAMP0183,21.15,Mobile,tiktok
A001960,ORD001045,CAMP0216,24.5,Web,tiktok
A001961,ORD003039,CAMP0233,114.09,Retail,snapchat
A001962,ORD001351,CAMP0199,34.94,Mobile,tiktok
A001963,ORD004957,CAMP0024,502.64,Web,snapchat
A001964,ORD002614,CAMP0161,293.61,Web,meta
A001965,ORD003626,CAMP0172,301.98,Web,tiktok
A001966,ORD000877,CAMP0109,189.64,Web,tiktok
A001967,ORD003463,CAMP0114,301.16,Web,google
A001968,ORD002115,CAMP0103,31.8,Retail,tiktok
A001969,ORD002871,CAMP0074,19.23,Web,google
A001970,ORD004206,CAMP0018,156.72,Web,tiktok
A001971,ORD004524,CAMP0062,3.99,Web,snapchat
A001972,ORD004101,CAMP0018,80.12,Mobile,google
A001973,ORD000059,CAMP0049,80.12,Web,google
A001974,ORD003715,CAMP0042,11.46,Mobile,meta
A001975,ORD000792,CAMP0036,37.22,Mobile,google
A001976,ORD001058,CAMP0237,21.26,Web,snapchat
A001977,ORD001253,CAMP0205,174.5,Mobile,google
A001978,ORD002176,CAMP0234,57.26,Web,snapchat
A001979,ORD000886,CAMP0114,13.2,Mobile,meta
A001980,ORD000311,CAMP0099,35.22,Mobile,google
A001981,ORD001716,CAMP0159,17.43,Mobile,google
A001982,ORD003757,CAMP0234,75.96,Web,snapchat
A001983,ORD002590,CAMP0239,48.6,Mobile,meta
A001984,ORD001600,CAMP0188,29.36,Web,google
A001985,ORD004619,CAMP0145,12.22,Mobile,snapchat
A001986,ORD004099,CAMP0119,41.76,Mobile,google
A001987,ORD000058,CAMP0124,126.56,Web,google
A001988,ORD004225,CAMP0193,17.43,Web,snapchat
A001989,ORD001071,CAMP0082,150.58,Mobile,meta
A001990,ORD003980,CAMP0217,77.97,Web,snapchat
A001991,ORD000269,CAMP0143,26.78,Mobile,meta
A001992,ORD002027,CAMP0008,7.68,Web,snapchat
A001993,ORD001003,CAMP0063,25.58,Web,snapchat
A001994,ORD002777,CAMP0088,99.08,Web,snapchat
A001995,ORD002312,CAMP0095,66.9,Web,meta
A001996,ORD002628,CAMP0236,65.46,Web,snapchat
A001997,ORD002116,CAMP0050,85.4,Web,snapchat
A001998,ORD003607,CAMP0063,19.07,Web,tiktok
A001999,ORD004405,CAMP0139,628.3,Web,google
A002000,ORD004596,CAMP0145,288.09,Web,snapchat
A002001,ORD002158,CAMP0206,135.32,Web,google
A002002,ORD003219,CAMP0247,168.32,Web,tiktok
A002003,ORD003276,CAMP0161,209.76,Web,snapchat
A002004,ORD001293,CAMP0073,80.12,Mobile,meta
A002005,ORD002878,CAMP0175,7.42,Web,tiktok
A002006,ORD003017,CAMP0079,262.05,Mobile,tiktok
A002007,ORD004498,CAMP0016,285.78,Web,google
A002008,ORD002989,CAMP0062,116.25,Web,google
A002009,ORD002269,CAMP0167,201.32,Web,meta
A002010,ORD000774,CAMP0162,2.82,Retail,meta
A002011,ORD002486,CAMP0026,87.15,Mobile,snapchat
A002012,ORD004162,CAMP0028,31.14,Web,tiktok
A002013,ORD001900,CAMP0229,57.4,Mobile,google
A002014,ORD004533,CAMP0197,43.74,Web,tiktok
A002015,ORD004555,CAMP0126,96.99,Retail,snapchat
A002016,ORD003729,CAMP0124,11.47,Mobile,meta
A002017,ORD001029,CAMP0162,446.56,Mobile,snapchat
A002018,ORD000669,CAMP0130,13.94,Web,meta
A002019,ORD002943,CAMP0203,61.1,Retail,snapchat
A002020,ORD000879,CAMP0086,45.02,Web,tiktok
A002021,ORD002477,CAMP0063,156.36,Mobile,meta
A002022,ORD001594,CAMP0201,23.78,Web,tiktok
A002023,ORD000788,CAMP0010,116.4,Web,google
A002024,ORD002903,CAMP0037,2.94,Mobile,snapchat
A002025,ORD000126,CAMP0245,5.14,Web,meta
A002026,ORD003093,CAMP0196,40.5,Retail,snapchat
A002027,ORD001991,CAMP0052,9.8,Mobile,google
A002028,ORD000426,CAMP0152,34.9,Retail,snapchat
A002029,ORD003765,CAMP0105,46.96,Web,google
A002030,ORD000285,CAMP0109,200.94,Retail,google
A002031,ORD000654,CAMP0139,23.48,Web,meta
A002032,ORD000541,CAMP0104,7.78,Mobile,snapchat
A002033,ORD000514,CAMP0150,270.64,Mobile,google
A002034,ORD001430,CAMP0231,277.4,Web,snapchat
A002035,ORD004112,CAMP0135,135.6,Web,meta
A002036,ORD000917,CAMP0123,246.16,Web,meta
A002037,ORD002414,CAMP0041,303.62,Web,snapchat
A002038,ORD003645,CAMP0082,301.12,Web,snapchat
A002039,ORD003008,CAMP0053,23.95,Web,snapchat
A002040,ORD003366,CAMP0123,18.55,Web,tiktok
A002041,ORD003539,CAMP0242,121.4,Web,snapchat
A002042,ORD000958,CAMP0211,60.64,Mobile,meta
A002043,ORD004897,CAMP0158,22.62,Mobile,snapchat
A002044,ORD004835,CAMP0233,66.14,Web,meta
A002045,ORD004840,CAMP0071,13.26,Web,snapchat
A002046,ORD001748,CAMP0041,30.0,Web,snapchat
A002047,ORD002690,CAMP0032,43.74,Web,google
A002048,ORD003227,CAMP0063,3.54,Web,meta
A002049,ORD000540,CAMP0193,58.25,Mobile,meta
A002050,ORD001599,CAMP0171,30.0,Mobile,tiktok
A002051,ORD000637,CAMP0157,32.4,Web,snapchat
A002052,ORD004922,CAMP0149,213.93,Web,meta
A002053,ORD002399,CAMP0073,278.19,Web,meta
A002054,ORD002048,CAMP0013,10.63,Mobile,meta
A002055,ORD001829,CAMP0184,80.46,Web,google
A002056,ORD004905,CAMP0229,37.3,Mobile,google
A002057,ORD004928,CAMP0112,38.71,Mobile,tiktok
A002058,ORD002677,CAMP0007,38.24,Mobile,meta
A002059,ORD003936,CAMP0229,7.79,Mobile,tiktok
A002060,ORD004357,CAMP0035,448.65,Mobile,snapchat
A002061,ORD002950,CAMP0216,86.45,Web,meta
A002062,ORD003664,CAMP0008,44.55,Retail,google
A002063,ORD004267,CAMP0130,66.52,Mobile,google
A002064,ORD003789,CAMP0086,30.0,Mobile,google
A002065,ORD002473,CAMP0083,40.02,Web,tiktok
A002066,ORD001172,CAMP0144,223.28,Retail,meta
A002067,ORD004339,CAMP0087,90.0,Mobile,snapchat
A002068,ORD001889,CAMP0172,267.6,Mobile,google
A002069,ORD004050,CAMP0036,75.96,Mobile,google
A002070,ORD004786,CAMP0134,66.14,Retail,meta
A002071,ORD000443,CAMP0143,31.35,Web,meta
A002072,ORD001057,CAMP0101,13.57,Mobile,snapchat
A002073,ORD001997,CAMP0171,234.11,Retail,tiktok
A002074,ORD003591,CAMP0148,196.08,Web,google
A002075,ORD001505,CAMP0081,73.97,Mobile,snapchat
A002076,ORD004346,CAMP0193,34.85,Web,snapchat
A002077,ORD004416,CAMP0118,85.29,Mobile,google
A002078,ORD004769,CAMP0039,72.66,Web,snapchat
A002079,ORD003238,CAMP0167,24.22,Mobile,meta
A002080,ORD002082,CAMP0026,29.3,Web,meta
A002081,ORD002490,CAMP0044,17.61,Retail,snapchat
A002082,ORD000005,CAMP0165,8.19,Mobile,meta
A002083,ORD002234,CAMP0197,29.3,Retail,google
A002084,ORD003679,CAMP0165,14.53,Web,meta
A002085,ORD002184,CAMP0068,104.0,Web,snapchat
A002086,ORD000384,CAMP0094,148.67,Web,snapchat
A002087,ORD003643,CAMP0127,60.18,Web,snapchat
A002088,ORD004749,CAMP0181,164.56,Web,snapchat
A002089,ORD000014,CAMP0135,5.92,Web,tiktok
A002090,ORD000089,CAMP0204,30.19,Web,meta
A002091,ORD004833,CAMP0186,120.16,Web,meta
A002092,ORD001841,CAMP0099,96.88,Retail,tiktok
A002093,ORD001047,CAMP0044,48.88,Web,snapchat
A002094,ORD001772,CAMP0082,30.19,Web,meta
A002095,ORD002205,CAMP0235,86.45,Web,tiktok
A002096,ORD001187,CAMP0167,8.88,Web,google
A002097,ORD002160,CAMP0196,19.23,Web,snapchat
A002098,ORD003296,CAMP0091,125.75,Retail,snapchat
A002099,ORD001356,CAMP0114,16.26,Web,google
A002100,ORD000235,CAMP0139,94.05,Mobile,meta
A002101,ORD003047,CAMP0034,8.8,Web,tiktok
A002102,ORD003925,CAMP0191,20.36,Web,meta
A002103,ORD004367,CAMP0057,531.85,Web,snapchat
A002104,ORD000972,CAMP0164,13.68,Mobile,google
A002105,ORD001513,CAMP0230,18.1,Mobile,snapchat
A002106,ORD001306,CAMP0150,571.56,Mobile,meta
A002107,ORD004261,CAMP0072,78.36,Web,snapchat
A002108,ORD001995,CAMP0235,45.02,Mobile,meta
A002109,ORD000737,CAMP0102,103.96,Web,snapchat
A002110,ORD004551,CAMP0211,259.35,Mobile,snapchat
A002111,ORD003965,CAMP0213,151.92,Retail,tiktok
A002112,ORD003005,CAMP0241,19.15,Web,google
A002113,ORD000081,CAMP0027,10.78,Web,tiktok
A002114,ORD004979,CAMP0118,22.0,Web,meta
A002115,ORD000096,CAMP0001,23.75,Mobile,google
A002116,ORD004707,CAMP0167,369.2,Web,tiktok
A002117,ORD000035,CAMP0064,34.06,Retail,google
A002118,ORD000263,CAMP0247,262.74,Mobile,meta
A002119,ORD000186,CAMP0141,377.25,Mobile,tiktok
A002120,ORD004959,CAMP0032,21.0,Web,tiktok
A002121,ORD001041,CAMP0060,24.72,Web,meta
A002122,ORD004974,CAMP0148,33.87,Web,tiktok
A002123,ORD001985,CAMP0234,78.29,Mobile,meta
A002124,ORD000841,CAMP0035,9.62,Web,tiktok
A002125,ORD000304,CAMP0121,15.09,Mobile,meta
A002126,ORD000497,CAMP0075,180.08,Web,google
A002127,ORD000673,CAMP0057,54.6,Web,google
A002128,ORD001751,CAMP0134,152.12,Web,snapchat
A002129,ORD004558,CAMP0159,7.31,Mobile,meta
A002130,ORD004132,CAMP0244,328.92,Web,tiktok
A002131,ORD003090,CAMP0038,55.65,Web,tiktok
A002132,ORD002264,CAMP0184,12.64,Mobile,meta
A002133,ORD004181,CAMP0220,24.87,Web,tiktok
A002134,ORD002611,CAMP0016,503.0,Web,snapchat
A002135,ORD002191,CAMP0238,88.0,Retail,google
A002136,ORD004454,CAMP0023,89.36,Retail,google
A002137,ORD003270,CAMP0060,11.47,Mobile,snapchat
A002138,ORD002372,CAMP0134,76.18,Web,snapchat
A002139,ORD004114,CAMP0082,125.66,Mobile,tiktok
A002140,ORD002796,CAMP0021,5.64,Mobile,google
A002141,ORD002061,CAMP0056,487.1,Web,snapchat
A002142,ORD002317,CAMP0151,743.35,Mobile,meta
A002143,ORD003439,CAMP0120,107.52,Web,google
A002144,ORD004669,CAMP0037,145.5,Web,snapchat
A002145,ORD002291,CAMP0175,397.16,Mobile,snapchat
A002146,ORD000279,CAMP0011,50.91,Web,google
A002147,ORD000523,CAMP0213,10.3,Mobile,google
A002148,ORD002513,CAMP0181,264.16,Web,google
A002149,ORD003162,CAMP0039,135.32,Mobile,meta
A002150,ORD001962,CAMP0126,51.98,Web,snapchat
A002151,ORD004258,CAMP0178,25.16,Web,snapchat
A002152,ORD002026,CAMP0166,227.65,Mobile,tiktok
A002153,ORD002533,CAMP0174,37.64,Retail,meta
A002154,ORD003533,CAMP0019,42.35,Mobile,snapchat
A002155,ORD001088,CAMP0232,49.08,Mobile,tiktok
A002156,ORD002775,CAMP0166,69.77,Web,meta
A002157,ORD003109,CAMP0086,74.2,Mobile,google
A002158,ORD000618,CAMP0173,58.9,Web,meta
A002159,ORD003948,CAMP0007,63.2,Mobile,google
A002160,ORD002745,CAMP0192,22.74,Web,meta
A002161,ORD002216,CAMP0088,25.88,Mobile,meta
A002162,ORD004961,CAMP0144,44.0,Mobile,google
A002163,ORD004008,CAMP0159,184.6,Web,meta
A002164,ORD003714,CAMP0087,41.97,Mobile,tiktok
A002165,ORD000587,CAMP0190,35.22,Mobile,meta
A002166,ORD003278,CAMP0018,4.66,Web,snapchat
A002167,ORD000813,CAMP0035,183.2,Mobile,snapchat
A002168,ORD002151,CAMP0019,74.91,Mobile,google
A002169,ORD004307,CAMP0086,20.36,Mobile,snapchat
A002170,ORD000707,CAMP0127,165.0,Web,meta
A002171,ORD003993,CAMP0144,18.99,Mobile,meta
A002172,ORD000154,CAMP0148,132.08,Web,snapchat
A002173,ORD000742,CAMP0111,73.25,Web,google
A002174,ORD003820,CAMP0205,25.38,Web,google
A002175,ORD000896,CAMP0234,29.64,Mobile,tiktok
A002176,ORD002546,CAMP0011,138.76,Mobile,snapchat
A002177,ORD004802,CAMP0090,109.92,Mobile,tiktok
A002178,ORD003627,CAMP0088,175.16,Mobile,snapchat
A002179,ORD003905,CAMP0101,8.75,Mobile,google
A002180,ORD000750,CAMP0165,51.95,Web,tiktok
A002181,ORD002930,CAMP0003,231.66,Mobile,google
A002182,ORD000436,CAMP0242,216.6,Retail,meta
A002183,ORD003329,CAMP0175,9.15,Web,meta
A002184,ORD001072,CAMP0141,231.66,Web,tiktok
A002185,ORD003362,CAMP0017,4.66,Web,google
A002186,ORD003067,CAMP0152,19.24,Web,tiktok
A002187,ORD002588,CAMP0055,16.02,Retail,snapchat
A002188,ORD001183,CAMP0058,123.42,Mobile,snapchat
A002189,ORD002114,CAMP0191,89.2,Web,google
A002190,ORD004673,CAMP0096,6.32,Web,google
A002191,ORD000147,CAMP0029,25.99,Retail,meta
A002192,ORD003111,CAMP0223,188.58,Mobile,google
A002193,ORD003868,CAMP0242,277.4,Retail,snapchat
A002194,ORD003447,CAMP0250,172.9,Retail,tiktok
A002195,ORD001778,CAMP0090,9.51,Mobile,snapchat
A002196,ORD000370,CAMP0090,15.13,Mobile,snapchat
A002197,ORD003081,CAMP0063,167.88,Web,google
A002198,ORD002045,CAMP0120,49.08,Web,meta
A002199,ORD001788,CAMP0130,63.28,Web,meta
A002200,ORD003919,CAMP0091,12.65,Web,meta
A002201,ORD000178,CAMP0009,22.94,Mobile,google
A002202,ORD004157,CAMP0051,24.5,Web,tiktok
A002203,ORD004901,CAMP0223,668.34,Mobile,google
A002204,ORD004837,CAMP0160,8.79,Retail,snapchat
A002205,ORD000504,CAMP0114,65.46,Mobile,meta
A002206,ORD002600,CAMP0209,377.25,Mobile,snapchat
A002207,ORD001032,CAMP0043,41.97,Mobile,google
A002208,ORD002941,CAMP0225,135.64,Web,google
A002209,ORD003553,CAMP0045,197.73,Mobile,google
A002210,ORD003959,CAMP0207,5.88,Mobile,tiktok
A002211,ORD001084,CAMP0057,9.0,Mobile,tiktok
A002212,ORD004358,CAMP0036,72.72,Web,tiktok
A002213,ORD004053,CAMP0154,90.36,Web,snapchat
A002214,ORD000403,CAMP0007,312.0,Mobile,google
A002215,ORD003351,CAMP0084,2.82,Mobile,snapchat
A002216,ORD000628,CAMP0235,30.13,Web,tiktok
A002217,ORD000193,CAMP0158,33.26,Retail,google
A002218,ORD001121,CAMP0088,280.47,Retail,google
A002219,ORD003369,CAMP0235,29.59,Mobile,tiktok
A002220,ORD000216,CAMP0026,44.68,Mobile,meta
A002221,ORD000941,CAMP0048,83.73,Web,meta
A002222,ORD001854,CAMP0029,69.75,Retail,snapchat
A002223,ORD003853,CAMP0011,68.86,Mobile,google
A002224,ORD004463,CAMP0195,568.4,Mobile,google
A002225,ORD004039,CAMP0144,24.02,Mobile,tiktok
A002226,ORD004825,CAMP0051,16.23,Mobile,tiktok
A002227,ORD000622,CAMP0214,202.9,Web,snapchat
A002228,ORD004770,CAMP0076,188.2,Web,google
A002229,ORD002198,CAMP0084,49.14,Web,tiktok
A002230,ORD004336,CAMP0077,132.08,Web,snapchat
A002231,ORD001664,CAMP0193,30.19,Mobile,google
A002232,ORD000868,CAMP0149,32.24,Web,meta
A002233,ORD001502,CAMP0119,87.3,Web,meta
A002234,ORD001268,CAMP0030,22.1,Retail,meta
A002235,ORD004085,CAMP0202,156.36,Web,tiktok
A002236,ORD000548,CAMP0053,116.71,Mobile,google
A002237,ORD000549,CAMP0219,203.01,Web,snapchat
A002238,ORD000702,CAMP0162,53.04,Mobile,snapchat
A002239,ORD003275,CAMP0243,50.69,Mobile,tiktok
A002240,ORD004246,CAMP0250,87.25,Mobile,google
A002241,ORD001023,CAMP0055,35.2,Web,tiktok
A002242,ORD003035,CAMP0221,57.66,Mobile,google
A002243,ORD001437,CAMP0017,4.51,Web,tiktok
A002244,ORD004015,CAMP0041,13.65,Mobile,tiktok
A002245,ORD003108,CAMP0177,25.38,Web,google
A002246,ORD000488,CAMP0093,37.98,Mobile,snapchat
A002247,ORD001928,CAMP0166,69.75,Web,tiktok
A002248,ORD001535,CAMP0221,139.6,Mobile,tiktok
A002249,ORD004819,CAMP0023,14.7,Web,snapchat
A002250,ORD004193,CAMP0144,71.37,Mobile,meta
A002251,ORD001755,CAMP0070,54.15,Retail,tiktok
A002252,ORD003922,CAMP0089,48.6,Mobile,meta
A002253,ORD000716,CAMP0169,16.84,Mobile,meta
A002254,ORD004469,CAMP0106,8.4,Mobile,google
A002255,ORD001894,CAMP0021,40.86,Mobile,google
A002256,ORD002157,CAMP0079,558.2,Retail,meta
A002257,ORD001212,CAMP0226,5.27,Web,snapchat
A002258,ORD001422,CAMP0080,376.45,Mobile,meta
A002259,ORD003710,CAMP0012,160.24,Web,meta
A002260,ORD003100,CAMP0052,13.57,Retail,google
A002261,ORD004338,CAMP0046,14.84,Web,tiktok
A002262,ORD003083,CAMP0168,49.72,Retail,google
A002263,ORD004579,CAMP0238,3.07,Web,google
A002264,ORD002389,CAMP0225,247.0,Web,tiktok
A002265,ORD002571,CAMP0096,58.2,Web,meta
A002266,ORD004623,CAMP0199,50.64,Web,snapchat
A002267,ORD000133,CAMP0036,280.47,Retail,snapchat
A002268,ORD001967,CAMP0009,83.84,Web,snapchat
A002269,ORD003260,CAMP0011,46.5,Web,snapchat
A002270,ORD003023,CAMP0071,107.04,Retail,google
A002271,ORD004321,CAMP0237,9.68,Web,tiktok
A002272,ORD001218,CAMP0201,36.5,Web,tiktok
A002273,ORD003120,CAMP0200,21.82,Web,google
A002274,ORD002102,CAMP0060,126.4,Mobile,meta
A002275,ORD000965,CAMP0143,71.37,Mobile,tiktok
A002276,ORD003350,CAMP0036,226.22,Retail,google
A002277,ORD004458,CAMP0132,176.0,Web,meta
A002278,ORD002388,CAMP0046,93.0,Retail,snapchat
A002279,ORD000500,CAMP0217,17.43,Mobile,google
A002280,ORD002487,CAMP0186,27.15,Mobile,snapchat
A002281,ORD002466,CAMP0117,5.27,Retail,tiktok
A002282,ORD000037,CAMP0041,13.57,Retail,snapchat
A002283,ORD000142,CAMP0191,203.01,Web,meta
A002284,ORD000345,CAMP0096,30.69,Mobile,google
A002285,ORD000112,CAMP0117,77.64,Web,snapchat
A002286,ORD000901,CAMP0179,313.44,Mobile,google
A002287,ORD004646,CAMP0216,188.35,Web,meta
A002288,ORD000177,CAMP0202,21.35,Mobile,tiktok
A002289,ORD002444,CAMP0045,312.72,Web,snapchat
A002290,ORD000001,CAMP0085,23.25,Mobile,meta
A002291,ORD002032,CAMP0068,33.81,Web,meta
A002292,ORD002238,CAMP0065,71.71,Mobile,google
A002293,ORD002458,CAMP0250,44.01,Retail,google
A002294,ORD002535,CAMP0243,200.7,Web,tiktok
A002295,ORD001615,CAMP0163,76.28,Retail,snapchat
A002296,ORD004375,CAMP0162,4.5,Web,snapchat
A002297,ORD002502,CAMP0208,10.78,Web,snapchat
A002298,ORD001297,CAMP0040,93.78,Web,snapchat
A002299,ORD004908,CAMP0242,160.24,Retail,google
A002300,ORD003032,CAMP0246,523.95,Mobile,tiktok
A002301,ORD000803,CAMP0122,5.27,Mobile,meta
A002302,ORD001583,CAMP0171,244.0,Web,google
A002303,ORD003897,CAMP0085,377.16,Retail,snapchat
A002304,ORD004910,CAMP0119,12.69,Web,meta
A002305,ORD003474,CAMP0105,132.0,Mobile,tiktok
A002306,ORD004881,CAMP0149,57.69,Mobile,snapchat
A002307,ORD002075,CAMP0076,132.0,Mobile,tiktok
A002308,ORD001355,CAMP0113,90.36,Retail,google
A002309,ORD000569,CAMP0191,284.46,Retail,tiktok
A002310,ORD000956,CAMP0239,455.43,Mobile,meta
A002311,ORD000002,CAMP0063,300.04,Mobile,snapchat
A002312,ORD000632,CAMP0202,253.12,Mobile,google
A002313,ORD001566,CAMP0203,110.96,Web,meta
A002314,ORD004562,CAMP0220,10.82,Web,meta
A002315,ORD002765,CAMP0051,313.44,Mobile,meta
A002316,ORD004583,CAMP0009,51.95,Web,google
A002317,ORD003833,CAMP0177,103.9,Mobile,meta
A002318,ORD000817,CAMP0236,93.16,Mobile,google
A002319,ORD001596,CAMP0233,235.74,Mobile,tiktok
A002320,ORD001250,CAMP0024,14.68,Web,meta
A002321,ORD000159,CAMP0135,73.97,Web,meta
A002322,ORD002642,CAMP0048,297.87,Web,google
A002323,ORD000875,CAMP0185,89.73,Web,snapchat
A002324,ORD003926,CAMP0192,1169.19,Retail,meta
A002325,ORD000233,CAMP0124,16.58,Web,snapchat
A002326,ORD000676,CAMP0076,77.97,Web,snapchat
A002327,ORD001392,CAMP0059,30.16,Retail,meta
A002328,ORD004537,CAMP0091,33.81,Web,google
A002329,ORD000411,CAMP0120,90.36,Mobile,meta
A002330,ORD001720,CAMP0104,33.72,Web,snapchat
A002331,ORD003272,CAMP0039,41.91,Web,tiktok
A002332,ORD003230,CAMP0021,96.74,Mobile,snapchat
A002333,ORD002561,CAMP0214,115.9,Mobile,tiktok
A002334,ORD002993,CAMP0065,50.76,Mobile,snapchat
A002335,ORD004679,CAMP0247,103.52,Retail,meta
A002336,ORD001217,CAMP0023,49.54,Mobile,meta
A002337,ORD004977,CAMP0207,7.35,Web,meta
A002338,ORD003941,CAMP0062,26.4,Retail,tiktok
A002339,ORD000132,CAMP0104,13.39,Mobile,tiktok
A002340,ORD004033,CAMP0191,16.84,Web,google
A002341,ORD000866,CAMP0129,84.16,Mobile,google
A002342,ORD000951,CAMP0231,53.05,Mobile,meta
A002343,ORD001059,CAMP0168,37.67,Retail,meta
A002344,ORD004492,CAMP0016,22.56,Web,google
A002345,ORD001892,CAMP0011,53.76,Web,google
A002346,ORD003725,CAMP0196,62.7,Web,tiktok
A002347,ORD004999,CAMP0025,30.19,Web,meta
A002348,ORD001035,CAMP0036,52.44,Mobile,google
A002349,ORD001817,CAMP0228,16.02,Retail,snapchat
A002350,ORD001567,CAMP0216,21.12,Web,google
A002351,ORD002804,CAMP0214,60.03,Web,meta
A002352,ORD000204,CAMP0072,139.54,Mobile,snapchat
A002353,ORD004046,CAMP0234,37.67,Web,snapchat
A002354,ORD003065,CAMP0134,33.16,Web,google
A002355,ORD004115,CAMP0164,313.44,Web,meta
A002356,ORD000557,CAMP0046,12.66,Web,google
A002357,ORD003952,CAMP0221,61.0,Web,tiktok
A002358,ORD002363,CAMP0202,12.43,Web,meta
A002359,ORD002615,CAMP0130,99.29,Web,snapchat
A002360,ORD003377,CAMP0022,35.67,Web,meta
A002361,ORD001466,CAMP0227,106.54,Web,tiktok
A002362,ORD003004,CAMP0157,45.02,Retail,snapchat
A002363,ORD001530,CAMP0049,22.44,Retail,tiktok
A002364,ORD002797,CAMP0187,52.5,Mobile,tiktok
A002365,ORD004040,CAMP0135,51.42,Mobile,google
A002366,ORD004973,CAMP0228,13.74,Mobile,tiktok
A002367,ORD004720,CAMP0239,11.74,Retail,google
A002368,ORD001223,CAMP0004,188.58,Web,meta
A002369,ORD001766,CAMP0164,133.04,Mobile,snapchat
A002370,ORD001052,CAMP0030,12.68,Mobile,snapchat
A002371,ORD000327,CAMP0124,71.34,Retail,tiktok
A002372,ORD004387,CAMP0025,73.2,Web,meta
A002373,ORD003265,CAMP0088,631.65,Web,google
A002374,ORD001717,CAMP0218,116.13,Web,snapchat
A002375,ORD000466,CAMP0073,91.06,Web,snapchat
A002376,ORD002684,CAMP0086,15.13,Mobile,snapchat
A002377,ORD002182,CAMP0166,9.62,Mobile,meta
A002378,ORD004735,CAMP0180,22.69,Web,tiktok
A002379,ORD004765,CAMP0064,96.99,Web,snapchat
A002380,ORD004525,CAMP0094,142.74,Web,meta
A002381,ORD000882,CAMP0009,94.82,Web,google
A002382,ORD003327,CAMP0136,117.8,Mobile,tiktok
A002383,ORD003624,CAMP0054,147.94,Mobile,google
A002384,ORD002347,CAMP0097,61.32,Web,snapchat
A002385,ORD004838,CAMP0208,103.2,Mobile,tiktok
A002386,ORD004793,CAMP0023,10.21,Retail,snapchat
A002387,ORD004540,CAMP0031,58.41,Mobile,snapchat
A002388,ORD004427,CAMP0001,44.04,Web,google
A002389,ORD004804,CAMP0209,445.56,Web,google
A002390,ORD004572,CAMP0047,106.3,Web,snapchat
A002391,ORD004497,CAMP0011,212.74,Web,snapchat
A002392,ORD002253,CAMP0077,165.0,Web,snapchat
A002393,ORD000830,CAMP0023,23.75,Retail,google
A002394,ORD002676,CAMP0158,73.62,Retail,tiktok
A002395,ORD002173,CAMP0073,51.26,Retail,snapchat
A002396,ORD002047,CAMP0099,164.2,Mobile,snapchat
A002397,ORD000408,CAMP0221,16.72,Web,tiktok
A002398,ORD002618,CAMP0172,49.18,Retail,meta
A002399,ORD000158,CAMP0071,98.28,Web,meta
A002400,ORD004880,CAMP0038,452.44,Web,snapchat
A002401,ORD002222,CAMP0084,123.18,Retail,google
A002402,ORD000503,CAMP0158,18.58,Retail,tiktok
A002403,ORD002746,CAMP0223,347.08,Web,tiktok
A002404,ORD002497,CAMP0020,7.49,Web,tiktok
A002405,ORD002694,CAMP0043,74.44,Web,google
A002406,ORD002773,CAMP0085,223.94,Web,google
A002407,ORD001391,CAMP0042,377.16,Web,tiktok
A002408,ORD004373,CAMP0179,135.64,Retail,google
A002409,ORD004333,CAMP0227,103.52,Retail,google
A002410,ORD002634,CAMP0101,104.88,Mobile,tiktok
A002411,ORD002698,CAMP0053,57.36,Web,snapchat
A002412,ORD002432,CAMP0186,420.8,Mobile,google
A002413,ORD001880,CAMP0129,371.1,Mobile,google
A002414,ORD003044,CAMP0153,60.52,Web,tiktok
A002415,ORD001601,CAMP0068,44.52,Web,google
A002416,ORD004691,CAMP0173,29.36,Mobile,google
A002417,ORD002446,CAMP0242,358.92,Web,meta
A002418,ORD002688,CAMP0104,301.12,Retail,google
A002419,ORD001553,CAMP0117,73.77,Mobile,meta
A002420,ORD002461,CAMP0017,233.42,Web,google
A002421,ORD004457,CAMP0182,381.91,Web,snapchat
A002422,ORD004418,CAMP0047,240.72,Web,snapchat
A002423,ORD001677,CAMP0217,21.36,Web,tiktok
A002424,ORD002981,CAMP0058,201.32,Web,tiktok
A002425,ORD004041,CAMP0007,18.1,Mobile,tiktok
A002426,ORD001182,CAMP0006,60.36,Web,snapchat
A002427,ORD002025,CAMP0062,34.06,Retail,meta
A002428,ORD003973,CAMP0053,16.38,Mobile,google
A002429,ORD000173,CAMP0043,54.33,Mobile,tiktok
A002430,ORD003888,CAMP0222,73.4,Retail,meta
A002431,ORD000873,CAMP0178,49.4,Web,snapchat
A002432,ORD003215,CAMP0074,159.15,Web,meta
A002433,ORD004079,CAMP0094,14.1,Web,snapchat
A002434,ORD001635,CAMP0143,1136.8,Mobile,snapchat
A002435,ORD002883,CAMP0105,9.04,Retail,snapchat
A002436,ORD000422,CAMP0126,126.95,Web,snapchat
A002437,ORD002656,CAMP0197,27.14,Web,google
A002438,ORD001042,CAMP0208,763.56,Mobile,tiktok
A002439,ORD002270,CAMP0072,53.05,Web,tiktok
